PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
2837,32.595218,129.3005477,0.22,-240.881,142.167,1,4929,34,90
2838,32.595218,129.3005515,0.22,-240.881,143.167,1,4929,34,90
2839,32.595218,129.3005554,0.22,-240.881,144.167,1,4929,34,90
2840,32.595218,129.3005593,0.22,-240.881,145.167,1,4929,34,90
2841,32.595218,129.3005631,0.22,-240.881,146.167,1,4929,34,90
2842,32.595218,129.300567,0.22,-240.881,147.167,1,4929,34,90
2843,32.595218,129.3005708,0.22,-240.881,148.167,1,4929,34,90
2844,32.595218,129.3005747,0.22,-240.881,149.167,1,4929,34,90
2845,32.595218,129.3005785,0.22,-240.881,150.167,1,4929,34,90
2846,32.595218,129.3005824,0.22,-240.881,151.167,1,4929,34,90
2847,32.595218,129.3005862,0.22,-240.881,152.167,1,4929,34,90
2848,32.595218,129.3005901,0.22,-240.881,153.167,1,4929,34,90
2849,32.595218,129.3005939,0.22,-240.881,154.167,1,4929,34,90
2850,32.595218,129.3005978,0.22,-240.881,155.167,1,4929,34,90
2851,32.595218,129.3006016,0.22,-240.881,156.167,1,4929,34,90
2852,32.595218,129.3006055,0.22,-240.881,157.167,1,4929,34,90
2853,32.595218,129.3006093,0.22,-240.881,158.167,1,4929,34,90
2854,32.595218,129.3006132,0.22,-240.881,159.167,1,4929,34,90
2855,32.595218,129.300617,0.22,-240.881,160.167,1,4929,34,90
2856,32.595218,129.3006209,0.22,-240.881,161.167,1,4929,34,90
2857,32.595218,129.3006247,0.22,-240.881,162.167,1,4929,34,90
2858,32.595218,129.3006286,0.22,-240.881,163.167,1,4929,34,90
2859,32.595218,129.3006325,0.22,-240.881,164.167,1,4929,34,90
2860,32.595218,129.3006363,0.22,-240.881,165.167,1,4929,34,90
2861,32.595218,129.3006402,0.22,-240.881,166.167,1,4929,34,90
2862,32.595218,129.300644,0.22,-240.881,167.167,1,4929,34,90
2863,32.595218,129.3006479,0.22,-240.881,168.167,1,4929,34,90
2864,32.595218,129.3006517,0.22,-240.881,169.167,1,4929,34,90
2865,32.595218,129.3006556,0.22,-240.881,170.167,1,4929,34,90
2866,32.595218,129.3006594,0.22,-240.881,171.167,1,4929,34,90
2867,32.595218,129.3006633,0.22,-240.881,172.167,1,4929,34,90
2868,32.595218,129.3006671,0.22,-240.881,173.167,1,4929,34,90
2869,32.595218,129.300671,0.22,-240.881,174.167,1,4929,34,90
2870,32.595218,129.3006748,0.22,-240.881,175.167,1,4929,34,90
2871,32.595218,129.3006787,0.22,-240.881,176.167,1,4929,34,90
2872,32.595218,129.3006825,0.22,-240.881,177.167,1,4929,34,90
2873,32.595218,129.3006864,0.22,-240.881,178.167,1,4929,34,90
2874,32.595218,129.3006902,0.22,-240.881,179.167,1,4929,34,90
2875,32.595218,129.3006941,0.22,-240.881,180.167,1,4929,34,90
2876,32.595218,129.3006976,0.22,-240.881,181.075,1,4929,34,90
2877,32.5952174,129.300703,0.22,-241.056,182.482,1,4929,34,90
2878,32.5952167,129.3007086,0.22,-241.281,183.939,1,4929,34,90
2879,32.5952152,129.3007138,0.22,-241.731,185.271,1,4929,34,90
2880,32.5952131,129.3007182,0.22,-242.381,186.428,1,4929,34,90
2881,32.5952103,129.3007223,0.22,-243.256,187.485,1,4929,34,90
2882,32.5952071,129.3007254,0.22,-244.231,188.292,1,4929,34,90
2883,32.5952031,129.3007273,0.22,-245.481,188.775,1,4929,34,90
2884,32.5951989,129.3007285,0.22,-246.781,189.108,1,4929,34,90
2885,32.5951941,129.3007295,0.22,-248.231,189.366,1,4929,34,90
2886,32.5951893,129.3007299,0.22,-249.731,189.474,1,4929,34,90
2887,32.5951844,129.3007304,0.22,-251.231,189.582,1,4929,34,90
2888,32.5951787,129.300731,0.22,-252.975,189.754,1,4929,34,90
2889,32.595219,129.3007036,0.22,-240.564,182.64,1,4929,34,90
2890,32.5952201,129.3007089,0.22,-240.224,184.001,1,4929,34,90
2891,32.5952216,129.3007137,0.22,-239.771,185.249,1,4929,34,90
2892,32.5952238,129.3007182,0.22,-239.092,186.429,1,4929,34,90
2893,32.5952264,129.3007224,0.22,-238.3,187.518,1,4929,34,90
2894,32.5952296,129.3007264,0.22,-237.304,188.562,1,4929,34,90
2895,32.595233,129.3007303,0.22,-236.263,189.561,1,4929,34,90
2896,32.5952381,129.3007346,0.22,-234.678,190.673,1,4929,34,90
2897,32.5952433,129.3007386,0.22,-233.093,191.717,1,4929,34,90
2898,32.5952483,129.3007413,0.22,-231.554,192.421,1,4929,34,90
2899,32.5952531,129.300743,0.22,-230.06,192.853,1,4929,34,90
2900,32.5952573,129.3007446,0.22,-228.792,193.285,1,4929,34,90
2901,32.5952616,129.3007455,0.22,-227.456,193.513,1,4929,34,90
2902,32.5952707,129.3007465,0.22,-224.664,193.775,1,4929,34,90
2903,32.5952533,129.3007309,0.22,-229.998,189.709,1,4929,34,90
2904,32.5952501,129.3007296,0.22,-230.998,189.392,1,4929,34,90
2905,32.5952468,129.300728,0.22,-231.998,188.962,1,4929,34,90
2906,32.5952435,129.3007256,0.22,-233.043,188.351,1,4929,34,90
2907,32.5952399,129.3007228,0.22,-234.133,187.627,1,4929,34,90
2908,32.5952364,129.3007186,0.22,-235.223,186.541,1,4929,34,90
2909,32.5952327,129.3007134,0.22,-236.358,185.183,1,4929,34,90
2910,32.5952312,129.300707,0.22,-236.813,183.508,1,4929,34,90
2911,32.5952308,129.3006982,0.22,-236.952,181.244,1,4929,34,90
2912,32.5952308,129.3006944,0.22,-236.952,180.244,1,4929,34,90
2913,32.5952038,129.3007456,0.22,-245.256,193.526,1,4929,34,90
2914,32.5952083,129.3007438,0.22,-243.871,193.073,1,4929,34,90
2915,32.5952124,129.3007416,0.22,-242.622,192.507,1,4929,34,90
2916,32.5952163,129.3007388,0.22,-241.418,191.782,1,4929,34,90
2917,32.5952199,129.3007353,0.22,-240.305,190.853,1,4929,34,90
2918,32.5952232,129.3007312,0.22,-239.283,189.811,1,4929,34,90
2919,32.5952264,129.3007272,0.22,-238.306,188.769,1,4929,34,90
2920,32.5952286,129.3007221,0.22,-237.623,187.433,1,4929,34,90
2921,32.5952297,129.3007165,0.22,-237.28,185.984,1,4929,34,90
2922,32.5952307,129.3007108,0.22,-236.982,184.512,1,4929,34,90
2923,32.5952308,129.3006982,0.22,-236.952,181.244,1,4929,34,90
2924,32.5952308,129.3006905,0.22,-236.952,179.244,1,4929,34,90
2925,32.5952308,129.3006867,0.22,-236.952,178.244,1,4929,34,90
2926,32.5952308,129.3006828,0.22,-236.952,177.244,1,4929,34,90
2927,32.5952308,129.300679,0.22,-236.952,176.244,1,4929,34,90
2928,32.5952308,129.3006751,0.22,-236.952,175.244,1,4929,34,90
2929,32.5952308,129.3006713,0.22,-236.952,174.244,1,4929,34,90
2930,32.5952308,129.3006674,0.22,-236.952,173.244,1,4929,34,90
2931,32.5952308,129.3006636,0.22,-236.952,172.244,1,4929,34,90
2932,32.5952308,129.3006597,0.22,-236.952,171.244,1,4929,34,90
2933,32.5952308,129.3006559,0.22,-236.952,170.244,1,4929,34,90
2934,32.5952308,129.300652,0.22,-236.952,169.244,1,4929,34,90
2935,32.5952308,129.3006482,0.22,-236.952,168.244,1,4929,34,90
2936,32.5952308,129.3006443,0.22,-236.952,167.244,1,4929,34,90
2937,32.5952308,129.3006405,0.22,-236.952,166.244,1,4929,34,90
2938,32.5952308,129.3006366,0.22,-236.952,165.244,1,4929,34,90
2939,32.5952308,129.3006327,0.22,-236.952,164.244,1,4929,34,90
2940,32.5952308,129.3006289,0.22,-236.952,163.244,1,4929,34,90
2941,32.5952308,129.300625,0.22,-236.952,162.244,1,4929,34,90
2942,32.5952308,129.3006212,0.22,-236.952,161.244,1,4929,34,90
2943,32.5952308,129.3006173,0.22,-236.952,160.244,1,4929,34,90
2944,32.5952308,129.3006135,0.22,-236.952,159.244,1,4929,34,90
2945,32.5952308,129.3006096,0.22,-236.952,158.244,1,4929,34,90
2946,32.5952308,129.3006058,0.22,-236.952,157.244,1,4929,34,90
2947,32.5952308,129.3006019,0.22,-236.952,156.244,1,4929,34,90
2948,32.5952308,129.3005981,0.22,-236.952,155.244,1,4929,34,90
2949,32.5952308,129.3005942,0.22,-236.952,154.244,1,4929,34,90
2950,32.5952308,129.3005904,0.22,-236.952,153.244,1,4929,34,90
2951,32.5952308,129.3005865,0.22,-236.952,152.244,1,4929,34,90
2952,32.5952308,129.3005827,0.22,-236.952,151.244,1,4929,34,90
2953,32.5952308,129.3005788,0.22,-236.952,150.244,1,4929,34,90
2954,32.5952308,129.300575,0.22,-236.952,149.244,1,4929,34,90
2955,32.5952308,129.3005711,0.22,-236.952,148.244,1,4929,34,90
2956,32.5952308,129.3005673,0.22,-236.952,147.244,1,4929,34,90
2957,32.5952308,129.3005634,0.22,-236.952,146.244,1,4929,34,90
2958,32.5952308,129.3005596,0.22,-236.952,145.244,1,4929,34,90
2959,32.5952308,129.3005557,0.22,-236.952,144.244,1,4929,34,90
2960,32.5952308,129.300551,0.22,-236.952,143.023,1,4929,34,90
2961,32.5952308,129.300548,0.22,-236.952,142.244,1,4929,34,90
2962,32.5952308,129.3005441,0.22,-236.952,141.244,1,4929,34,90
2963,32.5952308,129.3005403,0.22,-236.952,140.244,1,4929,34,90
2964,32.5952308,129.3005364,0.22,-236.952,139.244,1,4929,34,90
2965,32.5952308,129.3005326,0.22,-236.952,138.244,1,4929,34,90
2966,32.5952308,129.3005287,0.22,-236.952,137.244,1,4929,34,90
2967,32.5952308,129.3005249,0.22,-236.952,136.244,1,4929,34,90
2968,32.5952308,129.300521,0.22,-236.952,135.244,1,4929,34,90
2969,32.5952308,129.3005172,0.22,-236.952,134.244,1,4929,34,90
2970,32.5952308,129.3005133,0.22,-236.952,133.244,1,4929,34,90
2971,32.5952308,129.3005095,0.22,-236.952,132.244,1,4929,34,90
2972,32.5952308,129.3005056,0.22,-236.952,131.244,1,4929,34,90
2973,32.5952308,129.3005018,0.22,-236.952,130.244,1,4929,34,90
2974,32.5952308,129.3004979,0.22,-236.952,129.244,1,4929,34,90
2975,32.5952308,129.3004941,0.22,-236.952,128.244,1,4929,34,90
2976,32.5952308,129.3004902,0.22,-236.952,127.244,1,4929,34,90
2977,32.5952308,129.3004864,0.22,-236.952,126.244,1,4929,34,90
2978,32.5952308,129.3004825,0.22,-236.952,125.244,1,4929,34,90
2979,32.5952308,129.3004787,0.22,-236.952,124.267,1,4929,34,90
2980,32.5952308,129.3004748,0.22,-236.952,123.244,1,4929,34,90
2981,32.5952308,129.3004709,0.22,-236.952,122.244,1,4929,34,90
2982,32.5952308,129.3004671,0.22,-236.952,121.244,1,4929,34,90
2983,32.5952308,129.3004632,0.22,-236.952,120.244,1,4929,34,90
2984,32.5952308,129.3004594,0.22,-236.952,119.244,1,4929,34,90
2985,32.5952308,129.3004555,0.22,-236.952,118.244,1,4929,34,90
2986,32.5952308,129.3004517,0.22,-236.952,117.244,1,4929,34,90
2987,32.5952308,129.3004478,0.22,-236.952,116.244,1,4929,34,90
2988,32.5952308,129.300444,0.22,-236.952,115.244,1,4929,34,90
2989,32.5952308,129.3004401,0.22,-236.952,114.244,1,4929,34,90
2990,32.5952308,129.3004363,0.22,-236.952,113.244,1,4929,34,90
2991,32.5952308,129.3004324,0.22,-236.952,112.244,1,4929,34,90
2992,32.5952308,129.3004286,0.22,-236.952,111.244,1,4929,34,90
2993,32.5952308,129.3004247,0.22,-236.952,110.244,1,4929,34,90
2994,32.5952308,129.3004209,0.22,-236.952,109.244,1,4929,34,90
2995,32.5952308,129.300417,0.22,-236.952,108.244,1,4929,34,90
2996,32.5952308,129.3004132,0.22,-236.952,107.244,1,4929,34,90
2997,32.5952308,129.3004093,0.22,-236.952,106.244,1,4929,34,90
2998,32.5952308,129.3004055,0.22,-236.952,105.244,1,4929,34,90
2999,32.5952308,129.3004016,0.22,-236.952,104.244,1,4929,34,90
3000,32.5952308,129.3003977,0.22,-236.952,103.244,1,4929,34,90
3001,32.5952308,129.3003939,0.22,-236.952,102.244,1,4929,34,90
3002,32.5952308,129.30039,0.22,-236.952,101.244,1,4929,34,90
3003,32.5952308,129.3003862,0.22,-236.952,100.244,1,4929,34,90
3004,32.5952308,129.3003823,0.22,-236.952,99.244,1,4929,34,90
3005,32.5952308,129.3003785,0.22,-236.952,98.244,1,4929,34,90
3006,32.5952308,129.3003746,0.22,-236.952,97.244,1,4929,34,90
3007,32.5952308,129.3003708,0.22,-236.952,96.244,1,4929,34,90
3008,32.5952308,129.3003669,0.22,-236.952,95.244,1,4929,34,90
3009,32.5952308,129.3003631,0.22,-236.952,94.244,1,4929,34,90
3010,32.5952308,129.3003592,0.22,-236.952,93.244,1,4929,34,90
3011,32.5952308,129.3003554,0.22,-236.952,92.244,1,4929,34,90
3012,32.5952308,129.3003515,0.22,-236.952,91.244,1,4929,34,90
3013,32.5952308,129.3003477,0.22,-236.952,90.244,1,4929,34,90
3014,32.5952308,129.3003438,0.22,-236.952,89.244,1,4929,34,90
3015,32.5952308,129.30034,0.22,-236.952,88.244,1,4929,34,90
3016,32.5952308,129.3003361,0.22,-236.952,87.244,1,4929,34,90
3017,32.5952308,129.3003323,0.22,-236.952,86.244,1,4929,34,90
3018,32.5952308,129.3003284,0.22,-236.952,85.244,1,4929,34,90
3019,32.5952308,129.3003245,0.22,-236.952,84.244,1,4929,34,90
3020,32.5952308,129.3003207,0.22,-236.952,83.244,1,4929,34,90
3021,32.5952308,129.3003168,0.22,-236.952,82.244,1,4929,34,90
3022,32.5952308,129.300313,0.22,-236.952,81.244,1,4929,34,90
3023,32.5952308,129.3003091,0.22,-236.952,80.244,1,4929,34,90
3024,32.5952308,129.3003053,0.22,-236.952,79.244,1,4929,34,90
3025,32.5952308,129.3003014,0.22,-236.952,78.244,1,4929,34,90
3026,32.5952308,129.3002976,0.22,-236.952,77.244,1,4929,34,90
3027,32.5952308,129.3002937,0.22,-236.952,76.244,1,4929,34,90
3028,32.5952308,129.3002899,0.22,-236.952,75.244,1,4929,34,90
3029,32.5952308,129.300286,0.22,-236.952,74.244,1,4929,34,90
3030,32.5952308,129.3002822,0.22,-236.952,73.244,1,4929,34,90
3031,32.5952308,129.3002783,0.22,-236.952,72.244,1,4929,34,90
3032,32.5952308,129.3002745,0.22,-236.952,71.244,1,4929,34,90
3033,32.5952308,129.3002706,0.22,-236.952,70.244,1,4929,34,90
3034,32.5952308,129.3002668,0.22,-236.952,69.244,1,4929,34,90
3035,32.5952308,129.3002629,0.22,-236.952,68.244,1,4929,34,90
3036,32.5952308,129.3002591,0.22,-236.952,67.244,1,4929,34,90
3037,32.5952308,129.3002552,0.22,-236.952,66.244,1,4929,34,90
3038,32.5952308,129.3002514,0.22,-236.952,65.244,1,4929,34,90
3039,32.5952308,129.3002475,0.22,-236.952,64.244,1,4929,34,90
3040,32.5952308,129.3002436,0.22,-236.952,63.244,1,4929,34,90
3041,32.5952308,129.3002398,0.22,-236.952,62.244,1,4929,34,90
3042,32.5952308,129.3002359,0.22,-236.952,61.244,1,4929,34,90
3043,32.5952308,129.3002321,0.22,-236.952,60.244,1,4929,34,90
3044,32.5952308,129.3002282,0.22,-236.952,59.244,1,4929,34,90
3045,32.5952308,129.3002244,0.22,-236.952,58.244,1,4929,34,90
3046,32.5952308,129.3002205,0.22,-236.952,57.244,1,4929,34,90
3047,32.5952308,129.3002167,0.22,-236.952,56.244,1,4929,34,90
3048,32.5952308,129.3002128,0.22,-236.952,55.244,1,4929,34,90
3049,32.5952308,129.300209,0.22,-236.952,54.249,1,4929,34,90
3050,32.5952309,129.3002032,0.22,-236.916,52.755,1,4929,34,90
3051,32.5952315,129.3001978,0.22,-236.737,51.332,1,4929,34,90
3052,32.595233,129.3001927,0.22,-236.273,50.016,1,4929,34,90
3053,32.5952349,129.3001879,0.22,-235.666,48.771,1,4929,34,90
3054,32.5952375,129.3001838,0.22,-234.881,47.704,1,4929,34,90
3055,32.595241,129.3001805,0.22,-233.811,46.851,1,4929,34,90
3056,32.595245,129.3001783,0.22,-232.563,46.283,1,4929,34,90
3057,32.5952494,129.3001771,0.22,-231.208,45.965,1,4929,34,90
3058,32.5952558,129.3001763,0.22,-229.237,45.772,1,4929,34,90
3059,32.5952308,129.300197,0.22,-236.943,51.137,1,4929,34,90
3060,32.5952302,129.3001908,0.22,-237.126,49.519,1,4929,34,90
3061,32.5952295,129.3001848,0.22,-237.34,47.963,1,4929,34,90
3062,32.5952279,129.3001784,0.22,-237.834,46.314,1,4929,34,90
3063,32.5952256,129.3001729,0.22,-238.546,44.883,1,4929,34,90
3064,32.5952216,129.300168,0.22,-239.787,43.608,1,4929,34,90
3065,32.5952172,129.300165,0.22,-241.121,42.831,1,4929,34,90
3066,32.5952126,129.3001634,0.22,-242.548,42.427,1,4929,34,90
3067,32.595208,129.3001627,0.22,-243.975,42.241,1,4929,34,90
3068,32.5952023,129.3001623,0.22,-245.713,42.117,1,4929,34,90
3069,32.5951925,129.3001611,0.22,-248.753,41.829,1,4929,34,90
3070,32.5952312,129.3005513,0.22,-236.814,143.106,1,4929,34,90
3071,32.5952318,129.3005466,0.22,-236.648,141.885,1,4929,34,90
3072,32.5952326,129.3005419,0.22,-236.399,140.664,1,4929,34,90
3073,32.5952338,129.3005377,0.22,-236.012,139.581,1,4929,34,90
3074,32.5952362,129.300534,0.22,-235.266,138.609,1,4929,34,90
3075,32.5952396,129.3005309,0.22,-234.216,137.803,1,4929,34,90
3076,32.5952434,129.3005288,0.22,-233.055,137.273,1,4929,34,90
3077,32.5952475,129.3005269,0.22,-231.783,136.771,1,4929,34,90
3078,32.5952527,129.3005252,0.22,-230.207,136.324,1,4929,34,90
3079,32.5952573,129.3005244,0.22,-228.77,136.125,1,4929,34,90
3080,32.5952606,129.3005244,0.22,-227.77,136.126,1,4929,34,90
3081,32.5952188,129.3004912,0.22,-240.632,127.499,1,4929,34,90
3082,32.5952198,129.3004961,0.22,-240.328,128.776,1,4929,34,90
3083,32.5952218,129.3005006,0.22,-239.72,129.942,1,4929,34,90
3084,32.5952249,129.3005053,0.22,-238.753,131.163,1,4929,34,90
3085,32.5952288,129.30051,0.22,-237.565,132.384,1,4929,34,90
3086,32.5952332,129.3005151,0.22,-236.211,133.716,1,4929,34,90
3087,32.5952382,129.3005189,0.22,-234.664,134.689,1,4929,34,90
3088,32.5952438,129.3005212,0.22,-232.951,135.302,1,4929,34,90
3089,32.5952494,129.300523,0.22,-231.21,135.749,1,4929,34,90
3090,32.5952573,129.3005244,0.22,-228.77,136.125,1,4929,34,90
3091,32.5954357,129.3005246,0.22,-173.822,136.173,1,4929,34,90
3092,32.5952638,129.3005244,0.22,-226.77,136.127,1,4929,34,90
3093,32.5952671,129.3005244,0.22,-225.77,136.128,1,4929,34,90
3094,32.5952703,129.3005244,0.22,-224.77,136.129,1,4929,34,90
3095,32.5952736,129.3005244,0.22,-223.77,136.13,1,4929,34,90
3096,32.5952768,129.3005244,0.22,-222.77,136.131,1,4929,34,90
3097,32.5952801,129.3005244,0.22,-221.77,136.132,1,4929,34,90
3098,32.5952833,129.3005245,0.22,-220.77,136.133,1,4929,34,90
3099,32.5952865,129.3005245,0.22,-219.77,136.134,1,4929,34,90
3100,32.5952898,129.3005245,0.22,-218.77,136.135,1,4929,34,90
3101,32.595293,129.3005245,0.22,-217.77,136.136,1,4929,34,90
3102,32.5952963,129.3005245,0.22,-216.77,136.137,1,4929,34,90
3103,32.5952995,129.3005245,0.22,-215.77,136.138,1,4929,34,90
3104,32.5953028,129.3005245,0.22,-214.77,136.139,1,4929,34,90
3105,32.595306,129.3005245,0.22,-213.77,136.14,1,4929,34,90
3106,32.5953093,129.3005245,0.22,-212.77,136.141,1,4929,34,90
3107,32.5953125,129.3005245,0.22,-211.77,136.142,1,4929,34,90
3108,32.5953158,129.3005245,0.22,-210.77,136.143,1,4929,34,90
3109,32.595319,129.3005245,0.22,-209.77,136.144,1,4929,34,90
3110,32.5953223,129.3005245,0.22,-208.77,136.145,1,4929,34,90
3111,32.5953255,129.3005245,0.22,-207.77,136.146,1,4929,34,90
3112,32.5953287,129.3005245,0.22,-206.77,136.147,1,4929,34,90
3113,32.595332,129.3005245,0.22,-205.77,136.148,1,4929,34,90
3114,32.5953352,129.3005245,0.22,-204.77,136.149,1,4929,34,90
3115,32.5953385,129.3005245,0.22,-203.77,136.15,1,4929,34,90
3116,32.5953417,129.3005245,0.22,-202.77,136.151,1,4929,34,90
3117,32.595345,129.3005245,0.22,-201.77,136.152,1,4929,34,90
3118,32.5953465,129.3005245,0.22,-201.296,136.152,1,4929,34,90
3119,32.5953507,129.3005248,0.22,-199.993,136.235,1,4929,34,90
3120,32.5953553,129.3005255,0.22,-198.579,136.401,1,4929,34,90
3121,32.5953601,129.300527,0.22,-197.11,136.788,1,4929,34,90
3122,32.5953648,129.3005299,0.22,-195.669,137.534,1,4929,34,90
3123,32.595369,129.3005344,0.22,-194.367,138.722,1,4929,34,90
3124,32.5953731,129.30054,0.22,-193.12,140.159,1,4929,34,90
3125,32.5953759,129.3005468,0.22,-192.232,141.928,1,4929,34,90
3126,32.5953779,129.3005564,0.22,-191.619,144.436,1,4929,34,90
3127,32.5953569,129.3005245,0.22,-198.113,136.152,1,4929,34,90
3128,32.5953625,129.3005236,0.22,-196.367,135.903,1,4929,34,90
3129,32.5953689,129.300522,0.22,-194.4,135.488,1,4929,34,90
3130,32.5953747,129.3005189,0.22,-192.626,134.686,1,4929,34,90
3131,32.5953803,129.3005131,0.22,-190.88,133.193,1,4929,34,90
3132,32.5953835,129.3005074,0.22,-189.908,131.7,1,4929,34,90
3133,32.5953856,129.3005021,0.22,-189.247,130.318,1,4929,34,90
3134,32.5953876,129.300495,0.22,-188.641,128.494,1,4929,34,90
3135,32.595389,129.3004881,0.22,-188.2,126.697,1,4929,34,90
3136,32.5953897,129.3004808,0.22,-188.002,124.79,1,4929,34,90
3137,32.5953903,129.3004735,0.22,-187.803,122.91,1,4929,34,90
3138,32.5953907,129.3004637,0.22,-187.672,120.371,1,4929,34,90
3139,32.5953903,129.3005425,0.22,-187.802,140.824,1,4929,34,90
3140,32.5953893,129.3005366,0.22,-188.114,139.277,1,4929,34,90
3141,32.595388,129.300531,0.22,-188.53,137.834,1,4929,34,90
3142,32.5953858,129.3005254,0.22,-189.207,136.391,1,4929,34,90
3143,32.5953831,129.3005203,0.22,-190.04,135.052,1,4929,34,90
3144,32.5953798,129.3005162,0.22,-191.055,134,1,4929,34,90
3145,32.5953759,129.3005133,0.22,-192.252,133.235,1,4929,34,90
3146,32.5953715,129.3005105,0.22,-193.605,132.522,1,4929,34,90
3147,32.595367,129.300509,0.22,-194.984,132.122,1,4929,34,90
3148,32.5953623,129.3005088,0.22,-196.441,132.061,1,4929,34,90
3149,32.5953575,129.3005089,0.22,-197.898,132.105,1,4929,34,90
3150,32.5953404,129.3005095,0.22,-203.17,132.243,1,4929,34,90
3151,32.5953776,129.3004798,0.22,-191.723,124.54,1,4929,34,90
3152,32.5953771,129.300484,0.22,-191.879,125.644,1,4929,34,90
3153,32.595376,129.3004885,0.22,-192.217,126.8,1,4929,34,90
3154,32.5953747,129.3004927,0.22,-192.607,127.878,1,4929,34,90
3155,32.5953725,129.3004968,0.22,-193.284,128.956,1,4929,34,90
3156,32.5953698,129.3005003,0.22,-194.117,129.852,1,4929,34,90
3157,32.5953668,129.3005027,0.22,-195.054,130.487,1,4929,34,90
3158,32.5953633,129.3005051,0.22,-196.121,131.122,1,4929,34,90
3159,32.5953587,129.3005067,0.22,-197.553,131.522,1,4929,34,90
3160,32.5953538,129.3005077,0.22,-199.063,131.792,1,4929,34,90
3161,32.5953486,129.3005084,0.22,-200.651,131.958,1,4929,34,90
3162,32.5953404,129.3005095,0.22,-203.17,132.243,1,4929,34,90
3163,32.5953372,129.3005095,0.22,-204.17,132.243,1,4929,34,90
3164,32.5953339,129.3005095,0.22,-205.17,132.243,1,4929,34,90
3165,32.5953307,129.3005095,0.22,-206.17,132.243,1,4929,34,90
3166,32.5953274,129.3005095,0.22,-207.17,132.243,1,4929,34,90
3167,32.5953242,129.3005095,0.22,-208.17,132.243,1,4929,34,90
3168,32.595321,129.3005095,0.22,-209.17,132.243,1,4929,34,90
3169,32.5953177,129.3005095,0.22,-210.17,132.243,1,4929,34,90
3170,32.5953145,129.3005095,0.22,-211.17,132.243,1,4929,34,90
3171,32.5953112,129.3005095,0.22,-212.17,132.243,1,4929,34,90
3172,32.595308,129.3005095,0.22,-213.17,132.243,1,4929,34,90
3173,32.5953047,129.3005095,0.22,-214.17,132.243,1,4929,34,90
3174,32.5953015,129.3005095,0.22,-215.17,132.243,1,4929,34,90
3175,32.5952982,129.3005095,0.22,-216.17,132.243,1,4929,34,90
3176,32.595295,129.3005095,0.22,-217.17,132.243,1,4929,34,90
3177,32.5952917,129.3005095,0.22,-218.17,132.243,1,4929,34,90
3178,32.5952885,129.3005095,0.22,-219.17,132.243,1,4929,34,90
3179,32.5952852,129.3005095,0.22,-220.17,132.243,1,4929,34,90
3180,32.595282,129.3005095,0.22,-221.17,132.243,1,4929,34,90
3181,32.5952788,129.3005095,0.22,-222.17,132.243,1,4929,34,90
3182,32.5952755,129.3005095,0.22,-223.17,132.243,1,4929,34,90
3183,32.5952723,129.3005095,0.22,-224.17,132.243,1,4929,34,90
3184,32.595269,129.3005095,0.22,-225.17,132.243,1,4929,34,90
3185,32.5952658,129.3005095,0.22,-226.17,132.243,1,4929,34,90
3186,32.5952625,129.3005095,0.22,-227.17,132.243,1,4929,34,90
3187,32.5952593,129.3005095,0.22,-228.17,132.243,1,4929,34,90
3188,32.5952573,129.3005095,0.22,-228.767,132.243,1,4929,34,90
3189,32.5952542,129.3005095,0.22,-229.733,132.243,1,4929,34,90
3190,32.595251,129.3005089,0.22,-230.722,132.105,1,4929,34,90
3191,32.5952477,129.3005079,0.22,-231.734,131.829,1,4929,34,90
3192,32.5952444,129.3005065,0.22,-232.746,131.461,1,4929,34,90
3193,32.5952412,129.3005042,0.22,-233.735,130.885,1,4929,34,90
3194,32.5952383,129.3005009,0.22,-234.631,130.009,1,4929,34,90
3195,32.5952359,129.3004965,0.22,-235.366,128.88,1,4929,34,90
3196,32.5952333,129.3004909,0.22,-236.17,127.428,1,4929,34,90
3197,32.5952317,129.3004851,0.22,-236.674,125.907,1,4929,34,90
3198,32.5952308,129.3004786,0.22,-236.952,124.244,1,4929,34,90
3199,32.5952511,129.3005098,0.22,-230.699,132.335,1,4929,34,90
3200,32.595248,129.3005105,0.22,-231.642,132.519,1,4929,34,90
3201,32.5952452,129.3005117,0.22,-232.516,132.818,1,4929,34,90
3202,32.5952424,129.3005129,0.22,-233.367,133.14,1,4929,34,90
3203,32.5952398,129.3005142,0.22,-234.172,133.484,1,4929,34,90
3204,32.5952373,129.3005164,0.22,-234.931,134.036,1,4929,34,90
3205,32.5952348,129.3005186,0.22,-235.714,134.611,1,4929,34,90
3206,32.5952319,129.3005215,0.22,-236.611,135.368,1,4929,34,90
3207,32.5952286,129.300525,0.22,-237.624,136.266,1,4929,34,90
3208,32.5952254,129.3005293,0.22,-238.591,137.393,1,4929,34,90
3209,32.5952223,129.3005353,0.22,-239.558,138.958,1,4929,34,90
3210,32.5952204,129.3005408,0.22,-240.156,140.385,1,4929,34,90
3211,32.5952196,129.3005467,0.22,-240.385,141.904,1,4929,34,90
3212,32.5952192,129.3005524,0.22,-240.522,143.4,1,4929,34,90
3213,32.5952187,129.3005581,0.22,-240.659,144.873,1,4929,34,90
3214,32.595218,129.300567,0.22,-240.881,147.167,1,4929,34,90
3219,32.5950567,129.2959939,0.22,-290.568,-1.589,1,4929,33,99
3219,32.5950567,129.2959939,0.22,-290.568,-1.589,1,4929,33,99
